feature_set,n_train_other,n_train_finetune,n_test,finetune_subset_label,user_cutoff,train_all_p5_cutoff,train_finetune_p5_cutoff,median_similarity_to_train_all,median_similarity_to_train_finetune,mean_topk_similarity_to_train_all,mean_topk_similarity_to_train_finetune,delta_mean_topk_finetune_minus_all,fine_tuning_preferred,output_subdir,n_outside_ad_user_cutoff_all,pct_outside_ad_user_cutoff_all,n_outside_ad_user_cutoff_finetune,pct_outside_ad_user_cutoff_finetune,n_outside_ad_train_all_p5,pct_outside_ad_train_all_p5,n_outside_ad_train_finetune_p5,pct_outside_ad_train_finetune_p5,is_best
chemeleon+rdkit_path_min4_max7_b1024,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8669700622558594,0.8669700622558594,0.8791255354881287,0.8791255354881287,0.8536159992218018,0.8536159992218018,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min4_max7_b1024,1,0.1278772378516624,1,0.1278772378516624,342,43.734015345268546,342,43.734015345268546,False
morgan_r2_b2048,0,3751,782,openadmet_expansion_train,0.4,0.6346153616905212,0.6346153616905212,0.6666666865348816,0.6666666865348816,0.5802190899848938,0.5802190899848938,0.0,False,AD_expansion_hlm/morgan_r2_b2048,34,4.3478260869565215,34,4.3478260869565215,342,43.734015345268546,342,43.734015345268546,False
morgan_r3_b1024,0,3751,782,openadmet_expansion_train,0.4,0.5679012537002563,0.5679012537002563,0.5932149291038513,0.5932149291038513,0.5143960118293762,0.5143960118293762,0.0,False,AD_expansion_hlm/morgan_r3_b1024,116,14.83375959079284,116,14.83375959079284,342,43.734015345268546,342,43.734015345268546,False
morgan_r2_b1024,0,3751,782,openadmet_expansion_train,0.4,0.6415094137191772,0.6415094137191772,0.671875,0.671875,0.5878514647483826,0.5878514647483826,0.0,False,AD_expansion_hlm/morgan_r2_b1024,35,4.475703324808184,35,4.475703324808184,344,43.989769820971865,344,43.989769820971865,False
rdkit_path_min3_max6_b1024,0,3751,782,openadmet_expansion_train,0.4,0.7705115973949432,0.7705115973949432,0.8024988174438477,0.8024988174438477,0.7510709166526794,0.7510709166526794,0.0,False,AD_expansion_hlm/rdkit_path_min3_max6_b1024,1,0.1278772378516624,1,0.1278772378516624,348,44.50127877237852,348,44.50127877237852,False
chemeleon+rdkit_path_min3_max7_b1024,0,3751,782,openadmet_expansion_train,0.6000000000000001,0.8730916976928711,0.8730916976928711,0.8830698728561401,0.8830698728561401,0.8586093783378601,0.8586093783378601,0.0,False,AD_expansion_hlm/chemeleon__rdkit_path_min3_max7_b1024,1,0.1278772378516624,1,0.1278772378516624,351,44.8849104859335,351,44.8849104859335,False
rdkit_path_min4_max6_b2048,0,3751,782,openadmet_expansion_train,0.4,0.7156596183776855,0.7156596183776855,0.743624210357666,0.743624210357666,0.6897756457328796,0.6897756457328796,0.0,False,AD_expansion_hlm/rdkit_path_min4_max6_b2048,9,1.1508951406649617,9,1.1508951406649617,359,45.907928388746804,359,45.907928388746804,False
rdkit_path_min4_max6_b4096,0,3751,782,openadmet_expansion_train,0.4,0.696321040391922,0.696321040391922,0.7284780740737915,0.7284780740737915,0.6646451950073242,0.6646451950073242,0.0,False,AD_expansion_hlm/rdkit_path_min4_max6_b4096,17,2.1739130434782608,17,2.1739130434782608,359,45.907928388746804,359,45.907928388746804,False
rdkit_path_min3_max6_b2048,0,3751,782,openadmet_expansion_train,0.4,0.7333521842956543,0.7333521842956543,0.7565598487854004,0.7565598487854004,0.7009958028793335,0.7009958028793335,0.0,False,AD_expansion_hlm/rdkit_path_min3_max6_b2048,3,0.3836317135549872,3,0.3836317135549872,364,46.547314578005114,364,46.547314578005114,False
rdkit_path_min3_max6_b4096,0,3751,782,openadmet_expansion_train,0.4,0.7082852125167847,0.7082852125167847,0.735487699508667,0.735487699508667,0.6742129325866699,0.6742129325866699,0.0,False,AD_expansion_hlm/rdkit_path_min3_max6_b4096,12,1.5345268542199488,12,1.5345268542199488,364,46.547314578005114,364,46.547314578005114,False
