activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
22409273,CHEMBL4744634,N#Cc1cnc2c(OC3CCOC3)cccc2c1N1CCN(c2ccccc2F)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4671143,CHEMBL4665820,2020,CL,=,75.8,mL.min-1.kg-1,,,A,Hepatic intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC-MS/MS analysis,hepatic intrinsic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22409274,CHEMBL4745777,N#Cc1cnc2c(N3CCOCC3)cccc2c1N1CCN(c2ccccc2F)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4671143,CHEMBL4665820,2020,CL,=,76.2,mL.min-1.kg-1,,,A,Hepatic intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC-MS/MS analysis,hepatic intrinsic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22409275,CHEMBL4781814,COc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4671143,CHEMBL4665820,2020,CL,=,87.0,mL.min-1.kg-1,,,A,Hepatic intrinsic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured up to 45 mins by LC-MS/MS analysis,hepatic intrinsic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured up to 45 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884238,CHEMBL4761728,CN1CCN(c2ccc(-c3ccn4c(-c5csc6cncnc56)cnc4c3)cc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,86.8,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884239,CHEMBL4788637,CN1CCN(c2ccc(-c3ccn4c(-c5cccc6ncsc56)cnc4c3)cc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,84.0,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884240,CHEMBL4796887,Cc1cc(-c2cnc3cc(-c4ccc(N5CCN(C)CC5)cc4)ccn23)c2ncnn2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,62.1,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884241,CHEMBL4759531,Cc1cc(-c2cnc3cc(-c4ccc(N5CCN(C)CC5)cc4)ccn23)c2cc(F)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,84.9,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884242,CHEMBL4792932,Cc1cc(-c2cnc3cc(-c4ccc(N5CCN(C)CC5)cc4)ccn23)c2cc(F)cc(F)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,83.1,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884243,CHEMBL4740381,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2ccccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,44.4,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884244,CHEMBL4788859,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2cc(F)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,62.7,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884245,CHEMBL4786529,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2cc(F)cc(F)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,53.4,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884246,CHEMBL4778527,Cc1cc(-c2cnc3cc(-c4ccc(N5CCN(C(C)C)CC5)cc4)ccn23)c2cc(F)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,53.2,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884247,CHEMBL4798287,Cc1cc(-c2cnc3cc(-c4ccc(N5C[C@@H](C)O[C@@H](C)C5)nc4)ccn23)c2ccccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,67.2,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884248,CHEMBL4781547,Cc1cc(-c2cnc3cc(-c4ccc(N5CC6(C5)CC(F)(F)C6)nc4)ccn23)c2ccccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,71.7,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884252,CHEMBL4779300,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2ccccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,97.8,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884253,CHEMBL4746124,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)ccc2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,47.4,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
22884254,CHEMBL4753476,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)cc(F)c2n1,smiles_found,CHEMBL612558,ADMET,CHEMBL4727752,CHEMBL4725327,2020,CL,=,47.7,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
23262415,CHEMBL4849582,COc1cc(/C=C/c2ccc(NC(=O)C3CC3)cc2)c(/C=C/[N+](=O)[O-])c(OC)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4833280,CHEMBL4831528,2021,CL,=,52.5,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by NADPH addition and measured after 5 to 60 mins by LC-MS/MS analysis,hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by nadph addition and measured after 5 to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
23262416,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,smiles_found,CHEMBL612558,ADMET,CHEMBL4833280,CHEMBL4831528,2021,CL,=,70.6,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by NADPH addition and measured after 5 to 60 mins by LC-MS/MS analysis,hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by nadph addition and measured after 5 to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25582803,CHEMBL5403434,COc1cc2c(N)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,smiles_found,CHEMBL612558,ADMET,CHEMBL5354181,CHEMBL5352426,2022,CL,=,61.3,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsome assessed as hepatic clearance,metabolic stability in mouse liver microsome assessed as hepatic clearance | | admet | cl | ml.min-1.g-1,chembl_mlm_hepatic
25585292,CHEMBL5394677,Cn1ccc2c(Oc3ccc(NC(=O)Cc4ccc(C(F)(F)F)c(F)c4)cc3)ncnc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5354578,CHEMBL5352438,2022,CL,=,19.29,mL.min-1.kg-1,,,A,Metabolic stability mouse liver microsomes assessed as hepatic clearance at 1 uM measured upto 90 mins in presence of NADPH by HPLC-MS/MS analysis,metabolic stability mouse liver microsomes assessed as hepatic clearance at 1 um measured upto 90 mins in presence of nadph by hplc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25610441,CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5360454,CHEMBL5357083,2024,CL,=,57.0,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes at 1 uM preincubated for 5 mins followed by NADPH addition and measured upto 45 mins by LC/MS/MS analysis,hepatic clearance in mouse liver microsomes at 1 um preincubated for 5 mins followed by nadph addition and measured upto 45 mins by lc/ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25657225,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,smiles_found,CHEMBL612558,ADMET,CHEMBL5372522,CHEMBL5370585,2023,CL,=,0.077,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 uM measured upto 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 um measured upto 60 mins in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25657226,CHEMBL5411835,Nc1nc(N)c2c(ccc3c2ccn3Cc2ccc3scnc3c2)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5372522,CHEMBL5370585,2023,CL,=,0.0749,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 uM measured upto 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 um measured upto 60 mins in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25657227,CHEMBL5399885,Cc1cc2c3c(N)nc(N)nc3ccc2n1Cc1nc2ccccc2s1,smiles_found,CHEMBL612558,ADMET,CHEMBL5372522,CHEMBL5370585,2023,CL,=,0.0383,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 uM measured upto 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 um measured upto 60 mins in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25672932,CHEMBL4748154,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5377063,CHEMBL5375958,2023,CL,=,35.9,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25672933,CHEMBL5403097,CC1(C)NC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5377063,CHEMBL5375958,2023,CL,=,22.1,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25672934,CHEMBL5436785,CC1(C)NC(=O)c2ccc(Nc3ncc(-c4nnc(C(F)F)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,smiles_found,CHEMBL612558,ADMET,CHEMBL5377063,CHEMBL5375958,2023,CL,=,22.1,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25672935,CHEMBL5396594,[2H]C([2H])(O)[C@@H](Nc1nc(Nc2ccc3c(c2)C(C)(C)NC3=O)ncc1-c1nnco1)c1ccc(F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5377063,CHEMBL5375958,2023,CL,=,15.8,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25702479,CHEMBL5405484,CN1C(=O)[C@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)[C@H]2C[C@H]21,smiles_found,CHEMBL612558,ADMET,CHEMBL5385374,CHEMBL5380868,2023,CL,=,29.0,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25702480,CHEMBL4209095,CN1CC[C@@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)C1=O,smiles_found,CHEMBL612558,ADMET,CHEMBL5385374,CHEMBL5380868,2023,CL,=,42.0,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes,hepatic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
25843282,CHEMBL5557963,CCC(=O)Nc1ccc(CNc2nc(NC3CCOCC3)nc3c(C(C)C)cnn23)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5504201,CHEMBL5500401,2024,CL,=,85000.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition measured for 60 mins,metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition measured for 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_hepatic
25843283,CHEMBL5527848,CC(C)c1cnn2c(NCc3ccc(NC(=O)C4(F)CC4)cc3)nc(NC3CCOCC3)nc12,smiles_found,CHEMBL612558,ADMET,CHEMBL5504201,CHEMBL5500401,2024,CL,=,86200.0,mL.min-1.g-1,Outside typical range,,A,Metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 uM preincubated for 5 mins followed by NADPH addition measured for 60 mins,metabolic stability in mouse liver microsomes assessed as hepatic clearance at 1 um preincubated for 5 mins followed by nadph addition measured for 60 mins | | admet | cl | ml.min-1.g-1,chembl_mlm_hepatic
25883773,CHEMBL5542746,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5516447,CHEMBL5512674,2024,CL,=,58.84,mL.min-1.kg-1,,,A,Hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by NADPH addition and measured for 45 mins by LC-MS analysis,hepatic clearance in mouse liver microsomes preincubated for 5 mins followed by nadph addition and measured for 45 mins by lc-ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_hepatic
