activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
22456778,CHEMBL4788662,O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,164.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456780,CHEMBL4760622,CO[C@@H](C)COc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,118.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456782,CHEMBL4752634,COC[C@@H](C)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,150.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456783,CHEMBL4747809,O=c1cc(-c2cccc3c2Sc2ccc(OC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,121.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456784,CHEMBL4760480,O=c1cc(-c2cccc3c2Sc2ccc(OC4COC4)cc2C3)oc(N2CCOCC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,105.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456785,CHEMBL4781601,O=c1cc(-c2cccc3c2Sc2ccc(OCC4CCOCC4)cc2C3)oc(N2CCOCC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,145.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456786,CHEMBL4799437,COc1ccc2c(c1)C(C)(C)c1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,118.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456788,CHEMBL4795477,COC[C@@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,255.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22456789,CHEMBL4783046,COC[C@H]1c2cc(OC)ccc2Sc2c(-c3cc(=O)cc(N4CCOCC4)o3)cccc21,smiles_found,CHEMBL612558,ADMET,CHEMBL4682229,CHEMBL4680114,2019,CL,=,95.0,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM in presence of NADPH incubated up to 40 mins by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um in presence of nadph incubated up to 40 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22462716,CHEMBL4764715,CCn1c(=O)c(C(=O)Nc2nnc(-c3nccs3)s2)c(O)c2ccccc21,smiles_found,CHEMBL612558,ADMET,CHEMBL4683280,CHEMBL4680144,2020,CL,=,38.9,mL.min-1.g-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance preincubated for 5 mins followed by NADPH addition and measured up to 60 mins by LC-MS/MS analysis,metabolic stability in mouse liver microsomes assessed as intrinsic clearance preincubated for 5 mins followed by nadph addition and measured up to 60 mins by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22464480,CHEMBL4800248,CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4683719,CHEMBL4680156,2020,CL,=,0.07411,mL.min-1.kg-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM up to 60 mins in presence of NADPH by LC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490792,CHEMBL4744030,C[C@H](CN1CCCCCC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,128.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490793,CHEMBL4753102,C[C@H](CN1CCC[C@@H](OC(F)F)C1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,661.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490794,CHEMBL4754665,C[C@H](CN1CCC[C@H](OC(F)F)C1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,757.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490795,CHEMBL4797931,C[C@H](CN1CCC(F)CC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,214.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490796,CHEMBL4760047,C[C@H](CN1CCCC(C)(C)C1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,1293.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490797,CHEMBL3692665,C[C@H](CN1CCCCC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,66.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490798,CHEMBL4798111,C[C@H](CN1CCC[C@@H]1C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,86.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490799,CHEMBL3692664,C[C@H](CN1CCCC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,65.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490800,CHEMBL4747488,O=C(NCCN1CCCC1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,76.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22490801,CHEMBL3692671,CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4689598,CHEMBL4680373,2021,CL,=,834.0,mL.min-1.kg-1,,,A,Intrinsic Clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22752678,CHEMBL4786783,C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4700153,CHEMBL4699418,2020,CL,=,10.2,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsome,intrinsic clearance in mouse liver microsome | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22766338,CHEMBL4740870,Cc1cc(Cl)ccc1-c1ccc(N2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.035,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766339,CHEMBL4776431,Cc1ccc(N2CCN(C)CC2)c2c1CCN(c1ccc(-c3ccc(C(C)(C)C)cc3)cn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.056,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766340,CHEMBL4782969,COc1ccc(N2CCN(C)CC2)c2c1CCN(c1ccc(-c3ccc(Cl)cc3C)cn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.042,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766341,CHEMBL4763676,CN1CCN(c2cccc3c2CN(Cc2ccc(-c4ccc(Cl)cc4)cn2)CC3)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.238,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766342,CHEMBL4740499,Cc1cc(Cl)ccc1-c1ccc(CN2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.239,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766343,CHEMBL4757812,CCc1ccc(N2CCN(C)CC2)c2c1CCN(C(=O)Nc1ccc(-c3ccc(C(F)(F)F)cc3)cn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.81,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766344,CHEMBL4777965,COc1ccc(N2CCN(C)CC2)c2c1CCN(C(=O)Nc1ccc(-c3ccc(Cl)cc3Cl)cn1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.584,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766345,CHEMBL4761902,Cc1cc(Cl)ccc1-c1ccc(NC(=O)N2CCc3c(F)ccc(N4CCN(C)CC4)c3C2)nc1,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.065,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766346,CHEMBL4797714,Cc1ccc(N2CCN(C)CC2)c2c1CCN(C(=O)N1CCC(Oc3ccc(OC(F)(F)F)cc3)CC1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.04,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22766347,CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,smiles_found,CHEMBL612558,ADMET,CHEMBL4703229,CHEMBL4699546,2020,CL,=,0.007,mL.min-1.kg-1,,,A,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance,metabolic stability in mouse liver microsomes assessed as intrinsic clearance | | admet | cl | ml.min-1.kg-1,chembl_mlm_intrinsic
22770912,CHEMBL4746185,CN1CCCN(c2nccc3[nH]c(-c4ccc(F)c(F)c4)nc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4704386,CHEMBL4699593,2020,CL,=,145.0,mL.min-1.g-1,,,A,Apparent intrinsic clearance in mouse liver microsomes at 0.1 uM in presence of NADPH by LC-MS/MS analysis,apparent intrinsic clearance in mouse liver microsomes at 0.1 um in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22770914,CHEMBL4745336,CN1CCC(N2CCN(c3nccc4[nH]c(-c5ccc(F)c(F)c5)nc34)CC(F)(F)C2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL4704386,CHEMBL4699593,2020,CL,=,33.0,mL.min-1.g-1,,,A,Apparent intrinsic clearance in mouse liver microsomes at 0.1 uM in presence of NADPH by LC-MS/MS analysis,apparent intrinsic clearance in mouse liver microsomes at 0.1 um in presence of nadph by lc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22771926,CHEMBL4760228,FC(F)(F)c1cc(-c2nnco2)ccc1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL4704591,CHEMBL4699601,2020,CL,=,24.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22771927,CHEMBL4756992,O=c1[nH]nc(-c2ccc(Cl)c(C(F)(F)F)c2)s1,smiles_found,CHEMBL612558,ADMET,CHEMBL4704591,CHEMBL4699601,2020,CL,=,26.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22771928,CHEMBL4799989,CN(C)c1ccc(-c2n[nH]c(=O)o2)cc1C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4704591,CHEMBL4699601,2020,CL,=,96.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22771929,CHEMBL4793575,O=c1[nH]nc(-c2ccc(C3CC3)c(C(F)(F)F)c2)o1,smiles_found,CHEMBL612558,ADMET,CHEMBL4704591,CHEMBL4699601,2020,CL,=,28.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22771930,CHEMBL4794717,CC(C)c1ccc(-c2n[nH]c(=O)o2)cc1C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4704591,CHEMBL4699601,2020,CL,=,12.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22775245,CHEMBL4781849,CC[C@@H](c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccc(OC)c(F)c2)c2c(N)ncnc21,smiles_found,CHEMBL612558,ADMET,CHEMBL4705450,CHEMBL4699641,2020,CL,=,3.8,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22776932,CHEMBL4796225,C[C@H]1COC[C@H](C)N1c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL4705927,CHEMBL4699655,2020,CL,=,82.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes,intrinsic clearance in mouse liver microsomes | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777921,CHEMBL4799250,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cc1OC.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,226.3,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777922,CHEMBL4778127,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(Cl)c(Cl)c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,238.1,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777923,CHEMBL4759490,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(F)c(F)c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,264.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777924,CHEMBL4747598,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cc1F.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,241.2,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777925,CHEMBL4743108,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1cccc(C#N)c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,250.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777926,CHEMBL4787350,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccccc1C(F)(F)F.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,244.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777927,CHEMBL4755601,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1cccc(C(F)(F)F)c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,270.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777928,CHEMBL4743293,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc(C(F)(F)F)cc1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,282.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777929,CHEMBL4792598,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,258.1,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777930,CHEMBL4751573,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)c1ccc2c(c1)OCCO2.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,272.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777931,CHEMBL4747539,COc1ccc(CCC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cc1OC.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,234.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777932,CHEMBL4795048,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1ccc2ccccc2c1.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,200.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
22777933,CHEMBL4757469,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)C1CCCc2ccccc21.O=C(O)C(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL4706205,CHEMBL4699662,2021,CL,=,259.0,mL.min-1.g-1,,,A,Intrinsic clearance in mouse liver microsomes at 1 uM measured up to 30 mins in presence of NADPH by UPLC-MS/MS analysis,intrinsic clearance in mouse liver microsomes at 1 um measured up to 30 mins in presence of nadph by uplc-ms/ms analysis | | admet | cl | ml.min-1.g-1,chembl_mlm_intrinsic
